transaction_id,vendor_id,transaction_date,transaction_type,amount,currency,account_id,account_name,description,status,invoice_number,reference_number,notes
TXN0066183,V00353,2025-01-30,Refund,12869.31,USD,1028,Benefits,Transaction for V00353,Hold,INV265046,REF94892,
TXN0066184,V00225,2024-02-25,Credit Memo,5739.88,USD,1030,Research & Development,Transaction for V00225,Pending,,,
TXN0066185,V00026,2023-12-20,Invoice,4980.79,USD,1023,Insurance,Transaction for V00026,Pending,INV628839,REF38211,Data quality issue
TXN0066186,V00200,2024-10-28,Invoice,47.75,USD,1002,Inventory,Transaction for V00200,Pending,,REF93691,Data quality issue
TXN0066187,V00178,2023-08-15,Refund,473.82,USD,1005,Accounts Payable,Transaction for V00178,Pending,INV120078,,
TXN0066188,V00534,2025-05-03,Expense,2377.21,USD,1021,Marketing,Transaction for V00534,Rejected,INV126002,,
TXN0066189,V00468,2024-11-22,Refund,49.48,USD,1022,Maintenance,Transaction for V00468,Completed,,REF17478,
TXN0066190,V00249,2024-01-04,Credit Memo,18598.78,USD,1027,Payroll Tax,Transaction for V00249,Hold,INV360486,REF44107,
TXN0066191,V00385,2025-06-14,Expense,205.77,USD,1029,Shipping & Logistics,Transaction for V00385,Completed,INV931782,REF96543,
TXN0066192,V00442,2023-10-09,Credit Memo,867.49,USD,1002,Inventory,Transaction for V00442,Pending,INV526940,REF97692,
TXN0066193,V00178,2023-04-28,Invoice,671.1,USD,1019,Office Supplies,Transaction for V00178,Rejected,INV742277,REF31402,
TXN0066194,V00514,2024-04-23,Invoice,69.94,USD,1023,Insurance,Transaction for V00514,Completed,INV853338,REF98698,
TXN0066195,V00127,2023-06-27,Invoice,522.92,USD,1014,Subscription Revenue,Transaction for V00127,Pending,INV838363,REF85921,
TXN0066196,V00299,2024-03-16,Expense,871.75,USD,1023,Insurance,Transaction for V00299,Completed,INV111524,REF26734,
TXN0066197,V00228,2024-11-15,Refund,4633.1,USD,1022,Maintenance,Transaction for V00228,Pending,INV223142,REF63594,
TXN0066198,V00256,2023-12-02,Payment,3198.39,USD,1003,Equipment,Transaction for V00256,Completed,,REF28566,Data quality issue
TXN0066199,V00385,2024-02-03,Payment,13.65,USD,1025,Depreciation,Transaction for V00385,Pending,INV636681,REF15035,
TXN0066200,V00148,2024-01-11,Credit Memo,250.98,USD,1024,Professional Services,Transaction for V00148,Rejected,INV664730,REF13270,
TXN0066201,V00422,2023-03-09,Invoice,1234.68,USD,1002,Inventory,Transaction for V00422,Hold,INV887762,REF58566,
TXN0066202,V00178,2023-12-15,Payment,496.3,USD,1020,Travel,Transaction for V00178,Hold,INV643853,REF27948,
TXN0066203,V00497,2024-09-11,Refund,116.58,USD,1000,Cash,Transaction for V00497,Completed,INV295074,,
TXN0066204,V00277,2024-11-02,Invoice,715.52,USD,1029,Shipping & Logistics,Transaction for V00277,Completed,INV781100,REF94119,
TXN0066205,V00398,2024-12-28,Credit Memo,56.79,USD,1019,Office Supplies,Transaction for V00398,Rejected,INV957856,REF47970,Data quality issue
TXN0066206,V00290,2025-03-02,Invoice,584.43,USD,1000,Cash,Transaction for V00290,Completed,INV831639,,
TXN0066207,V00262,2023-06-07,Refund,9821.85,USD,1008,Accrued Expenses,Transaction for V00262,Hold,INV456578,,
TXN0066208,V00053,2025-07-22,Invoice,296.04,USD,1028,Benefits,Transaction for V00053,Hold,INV967811,REF58339,
TXN0066209,V00138,2023-10-07,Credit Memo,2996.49,USD,1019,Office Supplies,Transaction for V00138,Hold,INV169336,REF66670,
TXN0066210,V00102,2024-11-14,Refund,2131.39,USD,1028,Benefits,Transaction for V00102,Rejected,INV461537,,
TXN0066211,V00369,2024-12-01,Invoice,409.24,USD,1024,Professional Services,Transaction for V00369,Hold,,REF61615,
TXN0066212,V00112,2024-05-23,Refund,179.86,USD,1016,Salaries & Wages,Transaction for V00112,Rejected,INV290679,,
TXN0066213,V00191,2025-12-19,Refund,69.7,USD,1018,Utilities,Transaction for V00191,Completed,INV742335,REF76745,
TXN0066214,V00434,2024-06-03,Credit Memo,156.95,USD,1001,Accounts Receivable,Transaction for V00434,Rejected,,REF34086,
TXN0066215,V00321,2025-06-15,Invoice,3168.22,USD,1023,Insurance,Transaction for V00321,Hold,INV435895,REF59760,
TXN0066216,V00398,2024-07-08,Invoice,126.73,USD,1030,Research & Development,Transaction for V00398,Hold,,,
TXN0066217,V00512,2023-05-09,Invoice,86.47,USD,1001,Accounts Receivable,Transaction for V00512,Hold,INV820382,REF15092,
TXN0066218,V00061,2024-07-06,Refund,544.39,USD,1011,Additional Paid-in Capital,Transaction for V00061,Pending,,REF49657,
TXN0066219,V00251,2025-05-24,Credit Memo,3.83,USD,1006,Short-term Debt,Transaction for V00251,Hold,INV674876,REF75763,
TXN0066220,V00120,2023-02-09,Refund,1627.79,USD,1000,Cash,Transaction for V00120,Pending,INV399180,REF14727,
TXN0066221,V00369,2023-05-27,Invoice,197.42,USD,1019,Office Supplies,Transaction for V00369,Hold,INV327826,REF45948,
TXN0066222,V00111,2023-02-04,Credit Memo,648.74,USD,1014,Subscription Revenue,Transaction for V00111,Pending,INV668209,REF92060,
TXN0066223,V00368,2024-07-01,Payment,165.75,USD,1020,Travel,Transaction for V00368,Completed,INV871367,,
TXN0066224,V00116,2024-02-18,Invoice,1676.63,USD,1016,Salaries & Wages,Transaction for V00116,Hold,,,
TXN0066225,V00478,2023-08-31,Credit Memo,302.48,USD,1027,Payroll Tax,Transaction for V00478,Hold,INV569027,REF44554,
TXN0066226,V00302,2024-09-27,Invoice,1476.03,USD,1029,Shipping & Logistics,Transaction for V00302,Completed,INV728368,REF90306,
TXN0066227,V00145,2024-01-07,Payment,4251.69,USD,1006,Short-term Debt,Transaction for V00145,Rejected,INV471812,REF49201,
TXN0066228,V00116,2025-06-07,Payment,3317.84,USD,1001,Accounts Receivable,Transaction for V00116,Hold,INV902351,REF96747,
TXN0066229,V00548,2023-11-30,Expense,237.61,USD,1016,Salaries & Wages,Transaction for V00548,Rejected,INV268825,REF69173,
TXN0066230,V00367,2025-03-20,Payment,357.45,USD,1025,Depreciation,Transaction for V00367,Hold,INV880261,REF99328,
TXN0066231,V00276,2024-11-28,Invoice,486.63,USD,1023,Insurance,Transaction for V00276,Hold,INV275807,REF17275,
TXN0066232,V00313,2023-11-09,Payment,345.5,USD,1019,Office Supplies,Transaction for V00313,Rejected,,REF36410,
TXN0066233,V00171,2023-03-19,Credit Memo,461.78,USD,1030,Research & Development,Transaction for V00171,Hold,INV613136,REF38536,
TXN0066234,V00395,2025-02-25,Expense,190.07,USD,1016,Salaries & Wages,Transaction for V00395,Hold,INV466053,REF30303,
TXN0066235,V00408,2023-05-21,Expense,23736.26,USD,1007,Long-term Debt,Transaction for V00408,Hold,INV229147,REF25208,
TXN0066236,V00228,2023-02-26,Invoice,1219.83,USD,1011,Additional Paid-in Capital,Transaction for V00228,Completed,,REF29804,
TXN0066237,V00226,2024-03-01,Expense,0.89,USD,1018,Utilities,Transaction for V00226,Rejected,INV503662,REF66782,
TXN0066238,V00531,2023-04-05,Credit Memo,711.03,USD,1007,Long-term Debt,Transaction for V00531,Completed,,REF25398,Data quality issue
TXN0066239,V00113,2025-01-27,Credit Memo,560.64,USD,1012,Product Sales,Transaction for V00113,Completed,INV870576,,
TXN0066240,V00225,2025-07-27,Refund,724.02,USD,1000,Cash,Transaction for V00225,Rejected,INV860159,REF30216,
TXN0066241,V00499,2023-04-13,Invoice,374.74,USD,1008,Accrued Expenses,Transaction for V00499,Pending,INV836901,REF36487,
TXN0066242,V00514,2023-12-20,Payment,19.48,USD,1023,Insurance,Transaction for V00514,Rejected,INV730302,REF99512,
TXN0066243,V00462,2024-10-20,Credit Memo,18.87,USD,1023,Insurance,Transaction for V00462,Completed,,REF65798,
TXN0066244,V00218,2024-03-21,Payment,18502.72,USD,1009,Common Stock,Transaction for V00218,Hold,INV921280,REF25293,
TXN0066245,V00141,2023-10-26,Expense,95.46,USD,1026,Vendor Payments,Transaction for V00141,Completed,INV679049,,
TXN0066246,V00390,2024-05-06,Payment,833.98,USD,1016,Salaries & Wages,Transaction for V00390,Pending,INV539339,REF32453,
TXN0066247,V00313,2023-07-21,Refund,316.87,USD,1025,Depreciation,Transaction for V00313,Pending,,REF15258,
TXN0066248,V00393,2023-03-16,Expense,221.01,USD,1005,Accounts Payable,Transaction for V00393,Pending,INV581345,,
TXN0066249,V00192,2023-08-08,Refund,313.99,USD,1024,Professional Services,Transaction for V00192,Hold,INV305388,REF84474,Data quality issue
TXN0066250,V00313,2025-04-16,Invoice,18180.94,USD,1014,Subscription Revenue,Transaction for V00313,Completed,INV591438,REF88326,
TXN0066251,V00013,2024-04-24,Refund,579.34,USD,1001,Accounts Receivable,Transaction for V00013,Hold,INV476867,,
TXN0066252,V00531,2025-04-29,Expense,281.65,USD,1008,Accrued Expenses,Transaction for V00531,Completed,INV277138,REF16195,
TXN0066253,V00400,2025-04-06,Expense,64164.78,USD,1020,Travel,Transaction for V00400,Rejected,INV249705,,
TXN0066254,V00122,2023-12-05,Credit Memo,6.03,USD,1001,Accounts Receivable,Transaction for V00122,Completed,INV790976,,
TXN0066255,V00448,2023-10-31,Expense,1917.62,USD,1013,Service Revenue,Transaction for V00448,Completed,INV316679,REF58862,
TXN0066256,V00245,2024-05-09,Expense,275.34,USD,1020,Travel,Transaction for V00245,Hold,INV626554,,
TXN0066257,V00290,2024-05-03,Expense,12402.82,USD,1016,Salaries & Wages,Transaction for V00290,Completed,INV857267,,
TXN0066258,V00448,2025-09-06,Payment,2416.06,USD,1010,Retained Earnings,Transaction for V00448,Rejected,INV350943,REF77025,
TXN0066259,V00043,2023-03-02,Payment,2395.24,USD,1007,Long-term Debt,Transaction for V00043,Hold,INV127540,REF44939,
TXN0066260,V00022,2024-08-29,Refund,28.36,USD,1015,Consulting,Transaction for V00022,Hold,INV277615,REF61848,
TXN0066261,V00178,2024-01-04,Expense,78.67,USD,1012,Product Sales,Transaction for V00178,Hold,,REF68136,
TXN0066262,V00045,2023-02-07,Refund,423.53,USD,1016,Salaries & Wages,Transaction for V00045,Pending,,REF85034,
TXN0066263,V00282,2023-05-04,Payment,53.03,USD,1011,Additional Paid-in Capital,Transaction for V00282,Completed,INV805585,REF31066,
TXN0066264,V00353,2024-04-05,Invoice,7410.95,USD,1024,Professional Services,Transaction for V00353,Completed,INV544627,,
TXN0066265,V00434,2024-06-25,Credit Memo,119.27,USD,1021,Marketing,Transaction for V00434,Pending,INV354468,REF69427,
TXN0066266,V00404,2024-10-19,Expense,923.66,USD,1025,Depreciation,Transaction for V00404,Completed,INV597877,REF15535,
TXN0066267,V00323,2023-11-03,Invoice,385.22,USD,1019,Office Supplies,Transaction for V00323,Pending,INV754082,REF93527,
TXN0066268,V00302,2024-11-21,Expense,1167.22,USD,1031,Software Licenses,Transaction for V00302,Pending,,REF83191,
TXN0066269,V00514,2024-06-08,Invoice,189.08,USD,1015,Consulting,Transaction for V00514,Pending,INV195220,,Data quality issue
TXN0066270,V00186,2025-06-25,Payment,11193.63,USD,1013,Service Revenue,Transaction for V00186,Pending,,,
TXN0066271,V00548,2023-08-17,Expense,184.26,USD,1011,Additional Paid-in Capital,Transaction for V00548,Pending,INV796845,REF35712,
TXN0066272,V00388,2025-01-11,Payment,14628.09,USD,1015,Consulting,Transaction for V00388,Rejected,INV421602,REF31840,
TXN0066273,V00053,2023-09-04,Invoice,3.84,USD,1009,Common Stock,Transaction for V00053,Completed,INV675392,REF43817,
TXN0066274,V00192,2023-10-27,Expense,168.82,USD,1023,Insurance,Transaction for V00192,Pending,INV458209,REF39470,
TXN0066275,V00527,2025-03-06,Invoice,106.55,USD,1018,Utilities,Transaction for V00527,Hold,INV477256,REF58409,Data quality issue
TXN0066276,V00367,2025-08-15,Refund,20928.73,USD,1006,Short-term Debt,Transaction for V00367,Hold,INV852455,REF23400,
TXN0066277,V00377,2025-03-13,Credit Memo,73.03,USD,1021,Marketing,Transaction for V00377,Pending,,REF16153,
TXN0066278,V00394,2025-01-08,Payment,808.59,USD,1025,Depreciation,Transaction for V00394,Rejected,INV821233,REF47742,
TXN0066279,V00368,2025-06-19,Expense,631.66,USD,1010,Retained Earnings,Transaction for V00368,Rejected,INV561708,REF31605,
TXN0066280,V00378,2024-08-01,Refund,79.8,USD,1006,Short-term Debt,Transaction for V00378,Rejected,INV904752,REF13595,
TXN0066281,V00043,2025-02-17,Refund,93.81,USD,1005,Accounts Payable,Transaction for V00043,Completed,,REF82284,
TXN0066282,V00294,2025-09-20,Payment,95.4,USD,1018,Utilities,Transaction for V00294,Hold,INV422060,REF97564,
TXN0066283,V00179,2025-11-07,Credit Memo,372.35,USD,1005,Accounts Payable,Transaction for V00179,Rejected,,REF43626,
TXN0066284,V00121,2024-01-31,Refund,705.31,USD,1013,Service Revenue,Transaction for V00121,Pending,INV226469,REF18315,
TXN0066285,V00127,2025-09-19,Payment,139.83,USD,1017,Rent,Transaction for V00127,Hold,,,
TXN0066286,V00226,2025-10-09,Invoice,216.47,USD,1011,Additional Paid-in Capital,Transaction for V00226,Completed,INV300441,,
TXN0066287,V00059,2024-09-29,Expense,569.6,USD,1028,Benefits,Transaction for V00059,Hold,INV996746,REF81852,
TXN0066288,V00323,2025-09-01,Invoice,41.78,USD,1021,Marketing,Transaction for V00323,Hold,INV970104,,
TXN0066289,V00364,2023-02-17,Refund,68.79,USD,1006,Short-term Debt,Transaction for V00364,Pending,INV486986,,
TXN0066290,V00378,2023-07-04,Payment,15.99,USD,1028,Benefits,Transaction for V00378,Rejected,INV165016,REF38461,
TXN0066291,V00396,2025-02-12,Invoice,198.76,USD,1017,Rent,Transaction for V00396,Completed,INV486287,,
TXN0066292,V00008,2025-01-15,Expense,1247.71,USD,1029,Shipping & Logistics,Transaction for V00008,Pending,INV583382,REF97117,
TXN0066293,V00120,2025-08-25,Invoice,1912.9,USD,1030,Research & Development,Transaction for V00120,Rejected,,REF46541,
TXN0066294,V00048,2025-10-07,Invoice,1171.34,USD,1012,Product Sales,Transaction for V00048,Pending,INV914092,,
TXN0066295,V00291,2023-10-23,Credit Memo,284.7,USD,1025,Depreciation,Transaction for V00291,Rejected,INV295918,REF79073,
TXN0066296,V00192,2025-06-24,Refund,735.17,USD,1007,Long-term Debt,Transaction for V00192,Rejected,INV615772,REF96271,
TXN0066297,V00059,2024-01-02,Expense,815.19,USD,1009,Common Stock,Transaction for V00059,Rejected,INV886774,REF28227,
TXN0066298,V00191,2024-12-23,Expense,206.59,USD,1012,Product Sales,Transaction for V00191,Hold,INV355066,REF35178,Data quality issue
TXN0066299,V00468,2025-06-04,Refund,2474.13,USD,1015,Consulting,Transaction for V00468,Completed,INV754005,REF31170,
TXN0066300,V00142,2025-11-30,Credit Memo,5061.08,USD,1018,Utilities,Transaction for V00142,Rejected,INV616154,REF99896,
TXN0066301,V00323,2024-02-17,Credit Memo,27488.08,USD,1026,Vendor Payments,Transaction for V00323,Rejected,INV171150,,Data quality issue
TXN0066302,V00158,2023-03-13,Expense,8090.08,USD,1008,Accrued Expenses,Transaction for V00158,Hold,,REF37696,
TXN0066303,V00150,2023-02-12,Credit Memo,130.14,USD,1002,Inventory,Transaction for V00150,Pending,INV232330,REF68137,
TXN0066304,V00231,2023-03-26,Credit Memo,59.11,USD,1020,Travel,Transaction for V00231,Completed,INV588925,,Data quality issue
TXN0066305,V00390,2025-03-27,Invoice,137.02,USD,1003,Equipment,Transaction for V00390,Completed,INV899683,,
TXN0066306,V00265,2025-02-02,Credit Memo,463.08,USD,1030,Research & Development,Transaction for V00265,Pending,INV218199,REF67703,Data quality issue
TXN0066307,V00017,2024-04-09,Refund,642.58,USD,1005,Accounts Payable,Transaction for V00017,Hold,INV734586,REF61458,
TXN0066308,V00444,2023-03-13,Refund,249.16,USD,1008,Accrued Expenses,Transaction for V00444,Rejected,INV196067,REF62154,
TXN0066309,V00497,2024-09-14,Expense,800.55,USD,1022,Maintenance,Transaction for V00497,Completed,INV825229,REF72586,
TXN0066310,V00200,2024-04-08,Payment,59.22,USD,1028,Benefits,Transaction for V00200,Completed,INV443177,REF28365,
TXN0066311,V00228,2024-08-22,Credit Memo,4541.46,USD,1015,Consulting,Transaction for V00228,Pending,INV867307,REF94799,
TXN0066312,V00422,2024-03-23,Payment,96.5,USD,1022,Maintenance,Transaction for V00422,Pending,INV580078,REF53638,
TXN0066313,V00016,2024-09-26,Payment,18.04,USD,1017,Rent,Transaction for V00016,Rejected,INV383774,,Data quality issue
TXN0066314,V00383,2023-12-20,Refund,1344.96,USD,1011,Additional Paid-in Capital,Transaction for V00383,Pending,INV490702,,
TXN0066315,V00547,2025-09-13,Expense,316.48,USD,1007,Long-term Debt,Transaction for V00547,Pending,INV250831,REF92397,
TXN0066316,V00514,2024-09-18,Refund,863.95,USD,1018,Utilities,Transaction for V00514,Rejected,INV506718,REF55239,
TXN0066317,V00245,2024-01-02,Invoice,6399.55,USD,1017,Rent,Transaction for V00245,Hold,INV363845,REF87403,
TXN0066318,V00228,2025-01-07,Invoice,1340.48,USD,1028,Benefits,Transaction for V00228,Hold,INV766540,,
TXN0066319,V00022,2023-09-11,Payment,350.44,USD,1016,Salaries & Wages,Transaction for V00022,Rejected,INV474277,REF69561,
TXN0066320,V00282,2025-06-16,Credit Memo,833.74,USD,1004,Prepaid Expenses,Transaction for V00282,Pending,INV453407,REF79875,
TXN0066321,V00238,2024-05-03,Invoice,2192.56,USD,1023,Insurance,Transaction for V00238,Completed,INV389158,REF44054,
TXN0066322,V00422,2025-10-28,Payment,172.56,USD,1030,Research & Development,Transaction for V00422,Pending,INV537453,REF97955,
TXN0066323,V00022,2024-04-06,Invoice,77.74,USD,1030,Research & Development,Transaction for V00022,Pending,INV732212,REF17982,
TXN0066324,V00381,2024-02-21,Expense,263.06,USD,1001,Accounts Receivable,Transaction for V00381,Rejected,INV531977,,
TXN0066325,V00540,2023-11-05,Refund,574.87,USD,1013,Service Revenue,Transaction for V00540,Pending,INV638471,REF65063,
TXN0066326,V00541,2025-06-01,Refund,4.79,USD,1009,Common Stock,Transaction for V00541,Hold,INV918024,REF76151,
TXN0066327,V00279,2025-07-15,Expense,1099.64,USD,1015,Consulting,Transaction for V00279,Completed,INV279851,REF30828,
TXN0066328,V00368,2023-10-28,Payment,77.08,USD,1015,Consulting,Transaction for V00368,Rejected,INV797886,REF31666,
TXN0066329,V00255,2023-04-12,Invoice,120.88,USD,1028,Benefits,Transaction for V00255,Pending,INV853295,REF90632,
TXN0066330,V00120,2024-01-23,Refund,560.92,USD,1001,Accounts Receivable,Transaction for V00120,Pending,INV829506,,
TXN0066331,V00377,2024-08-23,Expense,14782.57,USD,1015,Consulting,Transaction for V00377,Rejected,INV292320,REF23515,
TXN0066332,V00408,2024-01-28,Expense,106.85,USD,1022,Maintenance,Transaction for V00408,Rejected,,,
TXN0066333,V00086,2024-07-23,Expense,120.05,USD,1019,Office Supplies,Transaction for V00086,Hold,INV112805,REF58172,
TXN0066334,V00178,2024-03-14,Refund,1485.08,USD,1012,Product Sales,Transaction for V00178,Completed,INV420148,REF34105,
TXN0066335,V00001,2023-02-04,Credit Memo,185774.04,USD,1024,Professional Services,Transaction for V00001,Hold,INV162009,REF79856,
TXN0066336,V00369,2025-11-28,Expense,151.0,USD,1013,Service Revenue,Transaction for V00369,Rejected,INV720743,REF78937,
TXN0066337,V00213,2025-08-28,Payment,2879.38,USD,1030,Research & Development,Transaction for V00213,Rejected,,,
TXN0066338,V00408,2024-04-16,Refund,255.3,USD,1009,Common Stock,Transaction for V00408,Pending,,REF92968,
TXN0066339,V00356,2023-04-04,Payment,69.9,USD,1005,Accounts Payable,Transaction for V00356,Completed,INV967323,REF40330,
TXN0066340,V00438,2025-12-02,Payment,959.13,USD,1007,Long-term Debt,Transaction for V00438,Rejected,INV236964,REF45054,
TXN0066341,V00251,2023-02-25,Refund,350.34,USD,1025,Depreciation,Transaction for V00251,Pending,INV713701,REF17453,
TXN0066342,V00218,2023-11-21,Refund,16.91,USD,1003,Equipment,Transaction for V00218,Pending,INV914101,REF79404,
TXN0066343,V00144,2023-04-20,Credit Memo,5894.5,USD,1002,Inventory,Transaction for V00144,Pending,INV864357,REF23510,
TXN0066344,V00494,2025-11-15,Credit Memo,5832.07,USD,1021,Marketing,Transaction for V00494,Rejected,,REF99688,
TXN0066345,V00086,2024-10-25,Refund,1481.74,USD,1026,Vendor Payments,Transaction for V00086,Hold,INV387084,REF33966,
TXN0066346,V00118,2024-09-27,Refund,651.99,USD,1001,Accounts Receivable,Transaction for V00118,Pending,INV751585,REF11378,
TXN0066347,V00138,2025-02-02,Invoice,11.93,USD,1011,Additional Paid-in Capital,Transaction for V00138,Completed,INV988220,,
TXN0066348,V00276,2025-07-15,Invoice,264.63,USD,1001,Accounts Receivable,Transaction for V00276,Completed,INV947508,REF77121,
TXN0066349,V00145,2025-09-02,Invoice,688.11,USD,1008,Accrued Expenses,Transaction for V00145,Rejected,,REF62152,
TXN0066350,V00226,2023-08-18,Invoice,308.24,USD,1006,Short-term Debt,Transaction for V00226,Completed,INV198551,,
TXN0066351,V00290,2023-10-04,Expense,109.52,USD,1027,Payroll Tax,Transaction for V00290,Hold,INV378499,,
TXN0066352,V00394,2023-07-11,Credit Memo,25.08,USD,1000,Cash,Transaction for V00394,Pending,INV371634,REF49397,
TXN0066353,V00426,2025-02-03,Invoice,1258.81,USD,1002,Inventory,Transaction for V00426,Hold,INV691706,REF86188,Data quality issue
TXN0066354,V00505,2023-02-11,Expense,446.79,USD,1012,Product Sales,Transaction for V00505,Hold,INV958151,,
TXN0066355,V00462,2025-01-06,Invoice,262.22,USD,1029,Shipping & Logistics,Transaction for V00462,Hold,INV100348,,
TXN0066356,V00209,2024-03-20,Credit Memo,1703.44,USD,1002,Inventory,Transaction for V00209,Completed,INV103845,REF60690,
TXN0066357,V00465,2023-09-05,Payment,1563.05,USD,1009,Common Stock,Transaction for V00465,Rejected,INV712055,REF74319,
TXN0066358,V00369,2025-01-21,Invoice,60.99,USD,1020,Travel,Transaction for V00369,Hold,INV294356,REF54855,
TXN0066359,V00218,2024-01-26,Refund,13.04,USD,1022,Maintenance,Transaction for V00218,Hold,INV602671,REF14245,
TXN0066360,V00171,2023-06-08,Refund,884.35,USD,1016,Salaries & Wages,Transaction for V00171,Completed,INV235184,REF88651,
TXN0066361,V00055,2023-11-20,Credit Memo,3732.99,USD,1031,Software Licenses,Transaction for V00055,Pending,,REF45289,
TXN0066362,V00377,2024-06-22,Credit Memo,232.53,USD,1023,Insurance,Transaction for V00377,Completed,INV289359,REF79113,
TXN0066363,V00135,2025-07-29,Credit Memo,34.1,USD,1021,Marketing,Transaction for V00135,Hold,INV189115,REF54333,
TXN0066364,V00408,2023-01-22,Payment,7633.86,USD,1028,Benefits,Transaction for V00408,Hold,INV201600,REF85665,
TXN0066365,V00191,2024-08-08,Refund,299.32,USD,1025,Depreciation,Transaction for V00191,Hold,INV463980,REF29429,
TXN0066366,V00231,2023-02-17,Payment,33.55,USD,1022,Maintenance,Transaction for V00231,Hold,INV580994,REF80190,
TXN0066367,V00278,2024-09-24,Payment,1315.62,USD,1031,Software Licenses,Transaction for V00278,Rejected,INV541280,REF57918,
TXN0066368,V00472,2025-09-06,Refund,72.91,USD,1007,Long-term Debt,Transaction for V00472,Completed,INV208041,REF54490,
TXN0066369,V00398,2025-07-24,Invoice,1269.29,USD,1013,Service Revenue,Transaction for V00398,Hold,INV750731,REF11023,Data quality issue
TXN0066370,V00245,2025-08-23,Invoice,6756.77,USD,1025,Depreciation,Transaction for V00245,Rejected,INV579993,,
TXN0066371,V00534,2024-06-22,Invoice,2134.48,USD,1016,Salaries & Wages,Transaction for V00534,Rejected,,,
TXN0066372,V00120,2023-11-08,Credit Memo,673.67,USD,1003,Equipment,Transaction for V00120,Hold,INV839772,REF80206,
TXN0066373,V00043,2023-10-29,Payment,7802.55,USD,1024,Professional Services,Transaction for V00043,Pending,INV126244,,
TXN0066374,V00410,2023-04-10,Expense,16.36,USD,1020,Travel,Transaction for V00410,Completed,,REF17143,
TXN0066375,V00444,2025-07-02,Expense,17.48,USD,1008,Accrued Expenses,Transaction for V00444,Pending,INV677747,REF10661,
TXN0066376,V00507,2025-06-23,Invoice,37.96,USD,1028,Benefits,Transaction for V00507,Completed,INV594795,REF97692,Data quality issue
TXN0066377,V00070,2023-08-28,Credit Memo,26.11,USD,1026,Vendor Payments,Transaction for V00070,Hold,INV820248,,
TXN0066378,V00533,2025-05-05,Refund,153.61,USD,1013,Service Revenue,Transaction for V00533,Pending,INV313022,,
TXN0066379,V00499,2023-07-28,Expense,236.25,USD,1003,Equipment,Transaction for V00499,Rejected,INV330983,REF34138,
TXN0066380,V00276,2023-10-20,Expense,11238.87,USD,1026,Vendor Payments,Transaction for V00276,Completed,INV628124,REF43975,
TXN0066381,V00393,2023-06-27,Credit Memo,69.6,USD,1017,Rent,Transaction for V00393,Pending,INV261368,REF51777,
TXN0066382,V00206,2023-12-17,Payment,88.37,USD,1003,Equipment,Transaction for V00206,Pending,INV866894,REF89813,
TXN0066383,V00313,2025-09-24,Credit Memo,215.72,USD,1020,Travel,Transaction for V00313,Completed,INV633973,REF33907,
TXN0066384,V00145,2025-11-05,Payment,791.33,USD,1023,Insurance,Transaction for V00145,Hold,INV817244,REF39355,
TXN0066385,V00452,2024-05-17,Credit Memo,166140.16,USD,1013,Service Revenue,Transaction for V00452,Rejected,INV285951,,Data quality issue
TXN0066386,V00121,2023-12-11,Invoice,1771.02,USD,1002,Inventory,Transaction for V00121,Hold,INV598480,,
TXN0066387,V00179,2023-08-04,Expense,108.23,USD,1027,Payroll Tax,Transaction for V00179,Rejected,,REF56651,
TXN0066388,V00306,2023-10-15,Refund,16.46,USD,1031,Software Licenses,Transaction for V00306,Pending,INV131963,REF60534,
TXN0066389,V00178,2023-01-06,Refund,8295.86,USD,1019,Office Supplies,Transaction for V00178,Hold,INV592025,REF68249,
TXN0066390,V00294,2025-10-15,Expense,1618.0,USD,1005,Accounts Payable,Transaction for V00294,Completed,INV536727,REF94237,
TXN0066391,V00279,2025-06-30,Refund,37.04,USD,1030,Research & Development,Transaction for V00279,Rejected,,REF54889,
TXN0066392,V00431,2024-07-23,Credit Memo,16495.4,USD,1016,Salaries & Wages,Transaction for V00431,Hold,INV701291,REF77308,
TXN0066393,V00200,2025-11-07,Refund,1951.5,USD,1014,Subscription Revenue,Transaction for V00200,Completed,INV494101,REF54226,
TXN0066394,V00426,2024-06-20,Expense,2240.48,USD,1001,Accounts Receivable,Transaction for V00426,Hold,INV380350,REF13592,
TXN0066395,V00043,2023-01-29,Invoice,5.59,USD,1017,Rent,Transaction for V00043,Completed,,REF74327,
TXN0066396,V00150,2025-11-09,Invoice,435.39,USD,1019,Office Supplies,Transaction for V00150,Pending,INV480354,REF88651,
TXN0066397,V00245,2025-05-09,Expense,4947.95,USD,1023,Insurance,Transaction for V00245,Pending,INV260288,REF68479,
TXN0066398,V00502,2025-10-08,Payment,4169.18,USD,1010,Retained Earnings,Transaction for V00502,Rejected,INV386119,,
TXN0066399,V00218,2023-03-27,Credit Memo,2432.46,USD,1002,Inventory,Transaction for V00218,Hold,,REF47359,
TXN0066400,V00514,2023-05-03,Invoice,435.22,USD,1000,Cash,Transaction for V00514,Pending,INV210962,REF29198,
TXN0066401,V00434,2025-01-23,Invoice,777.31,USD,1019,Office Supplies,Transaction for V00434,Rejected,INV815499,REF56780,
TXN0066402,V00547,2024-05-23,Refund,3148.45,USD,1009,Common Stock,Transaction for V00547,Completed,INV246611,REF57130,Data quality issue
TXN0066403,V00369,2023-12-04,Invoice,68.25,USD,1028,Benefits,Transaction for V00369,Rejected,INV442216,REF10163,
